grid,velocity,T,density,X_C2H4,X_O2,X_CO2,X_CO,X_H2O,X_H2,X_N2
0.007154296875,4.69782656560413,2108.1271183567997,0.16291495292772976,0.006471080007419121,0.03821934892342469,0.07669694504676881,0.03676080829008195,0.11470270126873784,0.0024619437276281937,0.7246871727359394
0.0071552734375,4.70915487020663,2113.263057226253,0.1625230460312778,0.006267838972412536,0.03772632978231264,0.07702983602312025,0.0368263991418489,0.11498325574002356,0.0024560859871857505,0.7247102543530963
0.007156249999999999,4.720309755239476,2118.324552030903,0.16213897680541323,0.006068803745165071,0.037240952452933816,0.0773596985803027,0.03688736154219027,0.1152598169586261,0.002449477574529558,0.7247338891462524
0.007157226562499999,4.731292057636762,2123.3119493720214,0.16176261886563373,0.005873956878531903,0.036763184450530784,0.07768653054705967,0.0369437296217502,0.11553240456978951,0.002442128261908854,0.7247580656704291
0.007158203124999999,4.742102682230527,2128.2256210565793,0.1613938468492107,0.005683278563545709,0.036292990153145924,0.07801033087789311,0.036995540499493246,0.11580103924184086,0.0024340484343216852,0.7247827722297595
0.0071591796874999995,4.752742590364018,2133.065964320728,0.16103253635798115,0.00549674671527928,0.03583033092561444,0.07833109961717546,0.03704283416686067,0.11606574262089502,0.002425249062695291,0.7248079968914799
0.007160156249999999,4.76321280684944,2137.8333998376575,0.16067856406863953,0.0053143370463134155,0.0353751652101451,0.07864883788515731,0.03708565337408368,0.11632653730354259,0.0024157416761109215,0.7248337275046471
0.007161132812499999,4.773514408578743,2142.5283718787778,0.16033180767774752,0.005136023154813088,0.03492744865307824,0.07896354783994464,0.03712404351272117,0.11658344679090402,0.002405538334669218,0.7248599517138696
0.007162109375,4.783648531431632,2147.151346371552,0.15999214600456826,0.004961776598829676,0.03448713419484307,0.0792752326637391,0.03715805250067543,0.11683649546251629,0.0023946516013384515,0.724886656978058
0.007163085937499999,4.793616358921946,2151.702811006666,0.1596594589380709,0.00479156698558004,0.034054172198199784,0.07958389652305202,0.037187730664481514,0.1170857085301345,0.002383094514821038,0.724913830583731
0.007164062499999999,4.803419129056795,2156.183273352174,0.15933362753243682,0.004625362045867974,0.03362851053691892,0.07988954455521438,0.03721313062416426,0.11733111201286282,0.0023708805613147916,0.7249414596636569
0.0071650390625,4.813058123052608,2160.5932609144243,0.15901453395586895,0.0044631277236462825,0.033210094724347015,0.08019218282717791,0.037234307176509,0.11757273269105001,0.002358023647663886,0.7249695312096059
0.007166015624999999,4.82253467214749,2164.9333193138846,0.15870206157894612,0.004304828249915308,0.03279886800023605,0.08049181832232177,0.03725131718077662,0.11781059808270292,0.0023445380732952737,0.7249980320907521
0.0071669921874999995,4.831850146418055,2169.2040123071556,0.1583960949250707,0.004150426231738373,0.03239477145858061,0.08078845889819258,0.03726421944404722,0.11804473639778706,0.0023304385039037345,0.7250269490657505
0.00716796875,4.841005961546158,2173.4059200290017,0.15809651975187863,0.0039998827250472095,0.03199774413209402,0.08108211327363572,0.03727307460868861,0.11827517651595704,0.002315739943795432,0.725056268800782
0.007168945312499999,4.850003567764298,2177.5396389820758,0.1578032230031954,0.0038531573223837016,0.03160772311839126,0.08137279098578648,0.037277945040702684,0.11850194794152047,0.00230045771032234,0.7250859778808931
0.007169921875,4.858844456575997,2181.60578034895,0.1575160928837329,0.0037102082241115835,0.031224643661679506,0.081660502377585,0.037278894719740475,0.11872508078251584,0.002284607406834439,0.7251160628275333
0.0071708984375,4.867530149857179,2185.6049699555792,0.157235018812446,0.0035709923242535553,0.030848439276476177,0.08194525855429778,0.037275989131223604,0.1189446057065723,0.0022682048980454785,0.7251465101091311
0.007171874999999999,4.876062206528111,2189.5378466561992,0.15695989149077916,0.003435465279686107,0.030479041826157925,0.08222707137145428,0.037269295159563134,0.1191605539213417,0.0022512662837654665,0.7251773061580314
0.007172851562499999,4.884442211833118,2193.4050622760474,0.15669060285733474,0.003303581593534737,0.030116381643519433,0.0825059533911939,0.03725888098471132,0.11937295713146476,0.0022338078753453027,0.7252084373802307
0.007173828124999999,4.892671783721983,2197.2072800712285,0.1564270461499487,0.0031752946820001768,0.029760387605889886,0.08278191787064433,0.03724481597911285,0.11958184752033613,0.0022158461703316945,0.7252398901716849
0.007175781249999999,4.908685569369451,2204.6190108803326,0.15591672845973176,0.002929569616603755,0.02906874934989105,0.08332468289271111,0.03720598334889268,0.11998885371492202,0.002178494719583728,0.7253036663573956
0.007177734375,4.924119676468057,2211.7798877388664,0.15542802478403459,0.0026975705828886564,0.02840275847460723,0.08385602843220841,0.03715346869533102,0.12038226584185904,0.0021393336656720554,0.7253685743074336
0.0071796874999999994,4.938987819467243,2218.695545089543,0.15496013012877685,0.0024788959009434033,0.027761807693290196,0.08437608159348799,0.0370878563198979,0.1207623534577338,0.0020984988334692613,0.7254345062011773
0.007181640624999999,4.9533039962475955,2225.371735734717,0.15451226007525634,0.002273132996597807,0.02714527500125285,0.08488497788776618,0.03700974098232978,0.12112939106306561,0.0020561270218214375,0.7255013550471664
0.00718359375,4.9670824349404725,2231.814309489091,0.15408365079724534,0.0020798603631761747,0.026552526240358,0.08538286042129575,0.03691972528903948,0.12148365730397451,0.002012355389733597,0.7255690149924225
0.007185546875,4.980337543728177,2238.0291930180097,0.15367355902059543,0.0018986494098232661,0.025982917518933668,0.08586987910704537,0.036818417254471235,0.1218254342188532,0.0019673208855779355,0.7256373816052953
0.0071874999999999994,4.993083863666351,2244.0223708748613,0.15328126193025673,0.0017290661948392082,0.0254357974855732,0.08634618990251457,0.036706428035426036,0.12215500652982242,0.0019211597194516666,0.7257063521323729
0.007189453124999999,5.005336024532975,2249.7998677378946,0.1529060570296723,0.0015706730439516022,0.02491050945694824,0.08681195407594813,0.036584369836267526,0.12247266097840677,0.001874006878297969,0.7257758257301798
0.007191406249999999,5.017108703678101,2255.3677318352193,0.15254726195749385,0.0014230300547420649,0.02440639340122954,0.08726733750282845,0.036452853981083305,0.12277868570446954,0.0018259956829682607,0.725845703672679
0.007193359375,5.028416587823787,2260.732019536687,0.15220421426649616,0.0012856964895396907,0.02392278777995819,0.08771250999419626,0.03631248914743004,0.12307336966721877,0.0017772573860484137,0.7259158895356086
0.0071953124999999995,5.039274338315497,2265.8987810827944,0.1518762711694563,0.0011582320599952457,0.023459031252264693,0.08814764465798167,0.03616387975506343,0.123357002106725,0.0017279208089864566,0.7259862893589835
0.0071962890625,5.044539571317118,2268.4102986484395,0.1517177502430947,0.001098003103409241,0.023234224227762574,0.08836163477336394,0.036086663128573865,0.12349485843621341,0.0017030615523952299,0.7260215547782818
0.007197265624999999,5.049697381058014,2270.8745221468957,0.1515627844982553,0.0010400894025102718,0.023014154602453225,0.08857316671961064,0.0360076016142156,0.12363004986257607,0.00167809982405052,0.7260568379745836
0.0071982421874999996,5.054749545975728,2273.2921946338306,0.1514112992073986,0.0009844367036433805,0.022798741854953418,0.0887822611878693,0.03592677003158357,0.1237626114400621,0.001653051163933503,0.7260921276179548
0.00719921875,5.0596979021668265,2275.6640736213913,0.15126321982651436,0.0009309900699111459,0.022587902098050266,0.08898894236059579,0.035844241348435085,0.1238925804232667,0.001627930485960195,0.7261274132137809
0.007200195312499999,5.0645442495341095,2277.9909046105786,0.15111847350931826,0.000879695310588315,0.022381553605108753,0.08919323282619646,0.03576008858379875,0.12401999285412148,0.0016027526846260735,0.7261626841355602
0.007201171875,5.069290381923288,2280.2734295467235,0.15097698858258413,0.000830498538354507,0.022179615022126353,0.08939515524379488,0.0356743841443544,0.1241448846802771,0.0015775324260382318,0.7261979299450545
0.0072021484375,5.073938080341177,2282.5123868006585,0.15083869451595475,0.0007833461990377781,0.021982005416571058,0.08959473231594027,0.035587199798289317,0.12426729173569223,0.0015522841430785533,0.7262331403913909
0.0072031249999999995,5.0784891181956135,2284.7085106091345,0.1507035219296284,0.0007381850949048679,0.021788644299376936,0.08979198678627967,0.03549860663819163,0.12438724973717438,0.0015270220272988705,0.7262683054167737
0.007204101562499999,5.0829452547697835,2286.862531059281,0.1505714025655503,0.0006949624117478744,0.021599451669905588,0.08998694141382939,0.03540867505805513,0.12450479426629554,0.0015017600248672493,0.7263034151552992
0.007205078124999999,5.087308240335892,2288.975173576854,0.15044226929337373,0.0006536257402428393,0.021414348035686117,0.09017961897124376,0.03531747471894249,0.12461996076644086,0.0014765118292489226,0.7263384599381951
0.0072060546875,5.091579809881371,2291.047158913538,0.1503160560830401,0.0006141231006058509,0.021233254453771565,0.0903700422206531,0.03522507452878772,0.12473278452595733,0.0014512908778520522,0.7263734302923723
0.007207031249999999,5.095761688090438,2293.079202679663,0.15019269800923102,0.0005764029622122176,0.02105609254844447,0.09055823391250718,0.03513154261051798,0.12484330067566934,0.001426110345421943,0.7264083169452268
0.007208007812499999,5.099855583317422,2295.0720153338602,0.15007213122533697,0.000540414266049361,0.020882784549229087,0.0907442167629522,0.03503694628428991,0.12495154417318508,0.0014009831413026898,0.7264431108229916
0.007208984375,5.103863192432363,2297.0263017568877,0.1499542929666098,0.0005061064427911604,0.02071325330679006,0.0909280134532215,0.034941352037770594,0.12505754980079264,0.0013759219034719314,0.7264778030551621
0.007209960937499999,5.10778619503411,2298.942761243071,0.14983912152551926,0.0004734294332769763,0.02054742232787449,0.09110964660852411,0.03484482551045516,0.12516135215087756,0.0013509389963360016,0.7265123849726558
0.0072109374999999995,5.111626257835567,2300.822087111981,0.14972655625379935,0.000442333705235276,0.02038521578961481,0.0912891387979645,0.03474743146580805,0.12526298562413468,0.0013260465053312547,0.7265468481119115
